"","V1"
"2498",3
"2499",3
"2500",3
"2501",5
"2502",1
"2503",1
"2504",1
"2505",2
"2506",2
"2507",2
"2508",2
"2509",2
"2510",2
"2511",3
"2512",2
"2513",2
"2514",7
"2515",7
"2516",7
"2517",7
"2518",2
"2519",8
"2520",1
"2521",1
"2522",5
"2523",5
"2524",5
"2525",1
"2526",5
"2527",5
"2528",5
"2529",9
"2530",6
"2531",6
"2532",1
"2533",1
"2534",1
"2535",1
"2536",6
"2537",6
"2538",5
"2539",8
"2540",6
"2541",9
"2542",3
"2543",3
"2544",3
"2545",5
"2546",8
"2547",4
"2548",7
"2549",4
"2550",2
"2551",7
"2552",7
"2553",7
"2554",8
"2555",8
"2556",6
"2557",5
"2558",6
"2559",9
"2560",9
"2561",3
"2562",4
"2563",2
"2564",1
"2565",1
"2566",7
"2567",2
"2568",2
"2569",2
"2570",9
"2571",7
"2572",1
"2573",1
"2574",4
"2575",7
"2576",3
"2577",8
"2578",1
"2579",1
"2580",1
"2581",2
"2582",7
"2583",7
"2584",8
"2585",6
"2586",6
"2587",1
"2588",4
"2589",4
"2590",4
"2591",5
"2592",8
"2593",4
"2594",5
"2595",4
"2596",4
"2597",8
"2598",7
"2599",6
"2600",2
"2601",2
"2602",4
"2603",5
"2604",5
"2605",5
"2606",1
"2607",6
"2608",1
"2609",6
"2610",6
"2611",6
"2612",6
"2613",4
"2614",7
"2615",3
"2616",3
"2617",7
"2618",6
"2619",7
"2620",4
"2621",4
"2622",4
"2623",4
"2624",8
"2625",6
"2626",7
"2627",3
"2628",4
"2629",2
"2630",8
"2631",2
"2632",3
"2633",3
"2634",1
"2635",6
"2636",5
"2637",8
"2638",8
"2639",6
"2640",7
"2641",1
"2642",1
"2643",1
"2644",1
"2645",5
"2646",8
"2647",6
"2648",6
"2649",6
"2650",6
"2651",6
"2652",6
"2653",4
"2654",2
"2655",4
"2656",8
"2657",8
"2658",4
"2659",2
"2660",2
"2661",2
"2662",8
"2663",5
"2664",7
"2665",8
"2666",5
"2667",9
"2668",5
"2669",8
"2670",3
"2671",3
"2672",3
"2673",6
"2674",1
"2675",6
"2676",6
"2677",6
"2678",6
"2679",3
"2680",3
"2681",3
"2682",6
"2683",4
"2684",3
"2685",2
"2686",4
"2687",7
"2688",4
"2689",6
"2690",3
"2691",6
"2692",7
"2693",7
"2694",4
"2695",6
"2696",7
"2697",6
"2698",7
"2699",6
"2700",6
"2701",6
"2702",6
"2703",6
"2704",1
"2705",2
"2706",2
"2707",2
"2708",7
"2709",2
"2710",2
"2711",1
"2712",2
"2713",7
"2714",8
"2715",2
"2716",2
"2717",3
"2718",1
"2719",3
"2720",1
"2721",8
"2722",7
"2723",1
"2724",7
"2725",4
"2726",1
"2727",7
"2728",1
"2729",1
"2730",1
"2731",7
"2732",7
"2733",2
"2734",2
"2735",2
"2736",2
"2737",4
"2738",5
"2739",2
"2740",9
"2741",9
"2742",9
"2743",1
"2744",1
"2745",1
"2746",4
"2747",4
"2748",4
"2749",6
"2750",6
"2751",6
"2752",3
"2753",7
"2754",7
"2755",3
"2756",3
"2757",9
"2758",9
"2759",9
"2760",2
"2761",2
"2762",9
"2763",1
"2764",2
"2765",3
"2766",3
"2767",4
"2768",4
"2769",4
"2770",4
"2771",9
"2772",3
"2773",3
"2774",5
"2775",5
"2776",7
"2777",1
"2778",1
"2779",1
"2780",5
"2781",4
"2782",4
"2783",4
"2784",4
"2785",2
"2786",2
"2787",8
"2788",4
"2789",1
"2790",4
"2791",4
"2792",2
"2793",2
"2794",2
"2795",6
"2796",2
"2797",2
"2798",2
"2799",2
"2800",7
"2801",7
"2802",7
"2803",1
"2804",3
"2805",3
"2806",5
"2807",5
"2808",6
"2809",6
"2810",4
"2811",4
"2812",3
"2813",3
"2814",7
"2815",7
"2816",7
"2817",7
"2818",7
"2819",9
"2820",1
"2821",9
"2822",3
"2823",4
"2824",7
"2825",1
"2826",6
"2827",1
"2828",1
"2829",1
"2830",6
"2831",4
"2832",4
"2833",4
"2834",9
"2835",9
"2836",9
"2837",1
"2838",1
"2839",1
"2840",1
"2841",4
"2842",5
"2843",2
"2844",2
"2845",3
"2846",5
"2847",2
"2848",5
"2849",2
"2850",2
"2851",2
"2852",2
"2853",2
"2854",2
"2855",2
"2856",2
"2857",2
"2858",2
"2859",2
"2860",6
"2861",6
"2862",5
"2863",9
"2864",9
"2865",9
"2866",2
"2867",1
"2868",1
"2869",1
"2870",6
"2871",6
"2872",6
"2873",6
"2874",4
"2875",4
"2876",4
"2877",7
"2878",7
"2879",7
"2880",7
"2881",2
"2882",8
"2883",9
"2884",8
"2885",5
"2886",5
"2887",5
"2888",5
"2889",2
"2890",7
"2891",7
"2892",7
"2893",7
"2894",1
"2895",7
"2896",1
"2897",5
"2898",6
"2899",5
"2900",5
"2901",5
"2902",5
"2903",8
"2904",8
"2905",2
"2906",2
"2907",2
"2908",6
"2909",6
"2910",4
"2911",3
"2912",3
"2913",5
"2914",5
"2915",5
"2916",2
"2917",2
"2918",7
"2919",7
"2920",2
"2921",2
"2922",1
"2923",4
"2924",4
"2925",9
"2926",9
"2927",9
"2928",5
"2929",2
"2930",1
"2931",3
"2932",5
"2933",5
"2934",1
"2935",1
"2936",1
"2937",2
"2938",5
"2939",5
"2940",2
"2941",2
"2942",4
"2943",2
"2944",6
"2945",6
"2946",6
"2947",4
"2948",2
"2949",7
"2950",7
"2951",7
"2952",7
"2953",6
"2954",7
"2955",7
"2956",2
"2957",2
"2958",2
"2959",3
"2960",3
"2961",3
"2962",3
"2963",4
"2964",4
"2965",2
"2966",5
"2967",5
"2968",5
"2969",5
"2970",9
"2971",9
"2972",9
"2973",6
"2974",1
"2975",1
"2976",1
"2977",2
"2978",1
"2979",1
"2980",1
"2981",7
"2982",5
"2983",5
"2984",2
"2985",2
"2986",2
"2987",8
"2988",7
"2989",7
"2990",3
"2991",6
"2992",3
"2993",3
"2994",3
"2995",7
"2996",4
"2997",3
"2998",5
"2999",7
"3000",1
"3001",1
"3002",1
"3003",5
"3004",5
"3005",2
"3006",2
"3007",2
"3008",6
"3009",8
"3010",7
"3011",9
"3012",2
"3013",2
"3014",6
"3015",1
"3016",1
"3017",1
"3018",5
"3019",6
"3020",6
"3021",4
"3022",4
"3023",8
"3024",8
"3025",8
"3026",4
"3027",4
"3028",4
"3029",1
"3030",1
"3031",9
"3032",9
"3033",9
"3034",3
"3035",2
"3036",2
"3037",2
"3038",2
"3039",2
"3040",3
"3041",5
"3042",5
"3043",5
"3044",2
"3045",2
"3046",2
"3047",5
"3048",6
"3049",6
"3050",2
"3051",4
"3052",4
"3053",4
"3054",5
"3055",5
"3056",4
"3057",2
"3058",5
"3059",5
"3060",4
"3061",4
"3062",4
"3063",6
"3064",6
"3065",4
"3066",4
"3067",4
"3068",1
"3069",4
"3070",1
"3071",6
"3072",2
"3073",5
"3074",5
"3075",7
"3076",7
"3077",7
"3078",3
"3079",2
"3080",2
"3081",5
"3082",5
"3083",4
"3084",3
"3085",3
"3086",5
"3087",6
"3088",5
"3089",5
"3090",5
"3091",5
"3092",5
"3093",7
"3094",7
"3095",7
"3096",6
"3097",4
"3098",4
"3099",4
"3100",8
"3101",8
"3102",2
"3103",6
"3104",2
"3105",1
"3106",1
"3107",1
"3108",1
"3109",8
"3110",2
"3111",9
"3112",5
"3113",7
"3114",1
"3115",6
"3116",5
"3117",6
"3118",6
"3119",5
"3120",5
"3121",4
"3122",4
"3123",7
"3124",4
"3125",4
"3126",4
"3127",5
"3128",6
"3129",7
"3130",7
"3131",2
"3132",2
"3133",2
"3134",4
"3135",8
"3136",4
"3137",4
"3138",7
"3139",2
"3140",2
"3141",4
"3142",1
"3143",1
"3144",3
"3145",6
"3146",4
"3147",4
"3148",4
"3149",4
"3150",8
"3151",1
"3152",5
"3153",2
"3154",2
"3155",6
"3156",6
"3157",7
"3158",4
"3159",1
"3160",4
"3161",5
"3162",4
"3163",3
"3164",3
"3165",2
"3166",6
"3167",6
"3168",7
"3169",2
"3170",7
"3171",7
"3172",2
"3173",2
"3174",2
"3175",6
"3176",6
"3177",6
"3178",6
"3179",6
"3180",6
"3181",5
"3182",5
"3183",5
"3184",5
"3185",4
"3186",4
"3187",4
"3188",3
"3189",9
"3190",9
"3191",9
"3192",9
"3193",9
"3194",9
"3195",9
"3196",2
"3197",2
"3198",2
"3199",6
"3200",6
"3201",6
"3202",6
"3203",2
"3204",4
"3205",4
"3206",4
"3207",6
"3208",6
"3209",1
"3210",1
"3211",1
"3212",4
"3213",3
"3214",7
"3215",2
"3216",6
"3217",8
"3218",4
"3219",5
"3220",5
"3221",4
"3222",7
"3223",7
"3224",7
"3225",6
"3226",7
"3227",7
"3228",3
"3229",2
"3230",8
"3231",8
"3232",7
"3233",7
"3234",7
"3235",7
"3236",7
"3237",5
"3238",1
"3239",2
"3240",2
"3241",2
"3242",5
"3243",6
"3244",8
"3245",8
"3246",5
"3247",5
"3248",5
"3249",5
"3250",5
"3251",5
"3252",4
"3253",4
"3254",4
"3255",4
"3256",5
"3257",9
"3258",7
"3259",7
"3260",7
"3261",3
"3262",2
"3263",7
"3264",7
"3265",3
"3266",2
"3267",1
"3268",2
"3269",1
"3270",1
"3271",4
"3272",1
"3273",1
"3274",1
"3275",2
"3276",2
"3277",2
"3278",2
"3279",4
"3280",7
"3281",7
"3282",7
"3283",2
"3284",2
"3285",2
"3286",2
"3287",7
"3288",7
"3289",7
"3290",7
"3291",2
"3292",5
"3293",1
"3294",4
"3295",8
"3296",6
"3297",5
"3298",5
"3299",5
"3300",6
"3301",6
"3302",7
"3303",7
"3304",5
"3305",5
"3306",9
"3307",9
"3308",9
"3309",4
"3310",4
"3311",8
"3312",8
"3313",9
"3314",3
"3315",7
"3316",5
"3317",2
"3318",2
"3319",2
"3320",6
"3321",3
"3322",7
"3323",7
"3324",7
"3325",9
"3326",1
"3327",1
"3328",3
"3329",3
"3330",3
"3331",2
"3332",2
"3333",2
"3334",2
"3335",4
"3336",4
"3337",4
"3338",5
"3339",5
"3340",5
"3341",4
"3342",5
"3343",2
"3344",3
"3345",2
"3346",4
"3347",2
"3348",4
"3349",4
"3350",4
"3351",2
"3352",2
"3353",6
"3354",6
"3355",4
"3356",5
"3357",2
"3358",5
"3359",2
"3360",3
"3361",7
"3362",7
"3363",9
"3364",9
"3365",9
"3366",8
"3367",4
"3368",4
"3369",4
"3370",4
"3371",4
"3372",4
"3373",1
"3374",6
"3375",6
"3376",4
"3377",4
"3378",3
"3379",7
"3380",3
"3381",3
"3382",1
"3383",1
"3384",1
"3385",3
"3386",3
"3387",3
"3388",3
"3389",3
"3390",2
"3391",2
"3392",9
"3393",9
"3394",9
"3395",9
"3396",7
"3397",8
"3398",6
"3399",9
"3400",9
"3401",6
"3402",6
"3403",6
"3404",4
"3405",2
"3406",2
"3407",8
"3408",8
"3409",6
"3410",6
"3411",7
"3412",7
"3413",7
"3414",5
"3415",4
"3416",4
"3417",1
"3418",2
"3419",4
"3420",8
"3421",4
"3422",4
"3423",7
"3424",1
"3425",1
"3426",4
"3427",4
"3428",7
"3429",1
"3430",1
"3431",6
"3432",1
"3433",6
"3434",6
"3435",6
"3436",7
"3437",3
"3438",3
"3439",3
"3440",1
"3441",6
"3442",6
"3443",6
"3444",9
"3445",3
"3446",7
"3447",5
"3448",5
"3449",7
"3450",7
"3451",7
"3452",1
"3453",1
"3454",7
"3455",5
"3456",1
"3457",5
"3458",7
"3459",5
"3460",3
"3461",9
"3462",9
"3463",9
"3464",2
"3465",2
"3466",2
"3467",2
"3468",2
"3469",2
"3470",7
"3471",7
"3472",7
"3473",9
"3474",5
"3475",5
"3476",4
"3477",6
"3478",2
"3479",2
"3480",2
"3481",8
"3482",5
"3483",5
"3484",1
"3485",6
"3486",6
"3487",3
"3488",2
"3489",5
"3490",9
"3491",9
"3492",9
"3493",8
"3494",6
"3495",6
"3496",6
"3497",5
"3498",5
"3499",1
"3500",4
"3501",2
"3502",2
"3503",2
"3504",4
"3505",2
"3506",3
"3507",5
"3508",5
"3509",5
"3510",4
"3511",6
"3512",4
"3513",5
"3514",5
"3515",5
"3516",2
"3517",2
"3518",2
"3519",6
"3520",5
"3521",5
"3522",5
"3523",5
"3524",2
"3525",5
"3526",1
"3527",5
"3528",1
"3529",5
"3530",7
"3531",7
"3532",1
"3533",1
"3534",1
"3535",8
"3536",7
"3537",6
"3538",1
"3539",8
"3540",2
"3541",8
"3542",4
"3543",9
"3544",9
"3545",9
"3546",4
"3547",7
"3548",9
"3549",5
"3550",9
"3551",5
"3552",1
"3553",2
"3554",2
"3555",7
"3556",3
"3557",4
"3558",4
"3559",1
"3560",1
"3561",1
"3562",4
"3563",4
"3564",4
"3565",7
"3566",2
"3567",2
"3568",2
"3569",8
"3570",4
"3571",4
"3572",4
"3573",4
"3574",4
"3575",9
"3576",9
"3577",9
"3578",9
"3579",8
"3580",2
"3581",2
"3582",1
"3583",8
"3584",5
"3585",6
"3586",3
"3587",4
"3588",2
"3589",2
"3590",2
"3591",2
"3592",1
"3593",6
"3594",6
"3595",7
"3596",5
"3597",4
"3598",2
"3599",2
"3600",3
"3601",5
"3602",3
"3603",4
"3604",2
"3605",2
"3606",2
"3607",2
"3608",1
"3609",2
"3610",4
"3611",4
"3612",5
"3613",5
"3614",5
"3615",4
"3616",6
"3617",6
"3618",6
"3619",6
"3620",2
"3621",2
"3622",2
"3623",2
"3624",2
"3625",2
"3626",5
"3627",5
"3628",5
"3629",5
"3630",6
"3631",4
"3632",4
"3633",4
"3634",4
"3635",7
"3636",5
"3637",5
"3638",5
"3639",4
"3640",4
"3641",4
"3642",4
"3643",4
"3644",1
"3645",2
"3646",2
"3647",2
"3648",7
"3649",6
"3650",7
"3651",6
"3652",2
"3653",2
"3654",2
"3655",6
"3656",4
"3657",6
"3658",2
"3659",2
"3660",6
"3661",4
"3662",4
"3663",5
"3664",3
"3665",3
"3666",9
"3667",1
"3668",5
"3669",2
"3670",6
"3671",6
"3672",6
"3673",4
"3674",5
"3675",8
"3676",8
"3677",4
"3678",7
"3679",5
"3680",7
"3681",2
"3682",2
"3683",2
"3684",4
"3685",6
"3686",2
"3687",2
"3688",2
"3689",1
"3690",1
"3691",9
"3692",3
"3693",6
"3694",8
"3695",8
"3696",7
"3697",1
"3698",7
"3699",2
"3700",2
"3701",2
"3702",6
"3703",2
"3704",2
"3705",2
"3706",8
"3707",6
"3708",7
"3709",7
"3710",1
"3711",1
"3712",7
"3713",1
"3714",1
"3715",3
"3716",3
"3717",3
"3718",6
"3719",2
"3720",2
"3721",2
"3722",7
"3723",9
"3724",3
"3725",4
"3726",6
"3727",2
"3728",2
"3729",4
"3730",9
"3731",9
"3732",9
"3733",9
"3734",9
"3735",9
"3736",4
"3737",4
"3738",2
"3739",3
"3740",7
"3741",6
"3742",5
"3743",5
"3744",5
"3745",7
"3746",7
"3747",3
"3748",3
"3749",2
"3750",5
"3751",5
"3752",7
"3753",7
"3754",3
"3755",4
"3756",4
"3757",4
"3758",4
"3759",6
"3760",1
"3761",1
"3762",1
"3763",1
"3764",6
"3765",6
"3766",8
"3767",2
"3768",2
"3769",2
"3770",2
"3771",4
"3772",7
"3773",4
"3774",9
"3775",5
"3776",2
"3777",2
"3778",2
"3779",6
"3780",4
"3781",4
"3782",5
"3783",5
"3784",5
"3785",3
"3786",2
"3787",2
"3788",2
"3789",2
"3790",2
"3791",2
"3792",3
"3793",1
"3794",1
"3795",1
"3796",7
"3797",3
"3798",6
"3799",6
"3800",6
"3801",6
"3802",7
"3803",5
"3804",7
"3805",7
"3806",3
"3807",4
"3808",2
"3809",2
"3810",2
"3811",8
"3812",8
"3813",8
"3814",2
"3815",2
"3816",4
"3817",4
"3818",4
"3819",4
"3820",4
"3821",4
"3822",1
"3823",7
"3824",6
"3825",2
"3826",2
"3827",2
"3828",6
"3829",4
"3830",4
"3831",2
"3832",2
"3833",1
"3834",7
"3835",7
"3836",7
"3837",7
"3838",4
"3839",6
"3840",6
"3841",2
"3842",2
"3843",1
"3844",5
"3845",1
"3846",6
"3847",6
"3848",6
"3849",9
"3850",3
"3851",4
"3852",5
"3853",5
"3854",5
"3855",5
"3856",5
"3857",8
"3858",2
"3859",2
"3860",1
"3861",2
"3862",4
"3863",4
"3864",4
"3865",7
"3866",7
"3867",9
"3868",3
"3869",3
"3870",3
"3871",4
"3872",2
"3873",6
"3874",6
"3875",4
"3876",4
"3877",4
"3878",2
"3879",2
"3880",2
"3881",2
"3882",2
"3883",6
"3884",7
"3885",7
"3886",1
"3887",7
"3888",5
"3889",5
"3890",4
"3891",4
"3892",7
"3893",3
"3894",3
"3895",3
"3896",4
"3897",5
"3898",8
"3899",5
"3900",9
"3901",5
"3902",4
"3903",9
"3904",9
"3905",9
"3906",6
"3907",2
"3908",4
"3909",5
"3910",5
"3911",5
"3912",2
"3913",5
"3914",5
"3915",2
"3916",2
"3917",2
"3918",9
"3919",9
"3920",8
"3921",2
"3922",2
"3923",2
"3924",2
"3925",2
"3926",1
"3927",1
"3928",1
"3929",1
"3930",2
"3931",4
"3932",2
"3933",3
"3934",2
"3935",4
"3936",2
"3937",8
"3938",7
"3939",7
"3940",7
"3941",1
"3942",2
"3943",2
"3944",2
"3945",2
"3946",2
"3947",2
"3948",6
"3949",4
"3950",4
"3951",4
"3952",7
"3953",7
"3954",5
"3955",1
"3956",6
"3957",6
"3958",2
"3959",1
"3960",1
"3961",1
"3962",1
"3963",1
"3964",3
"3965",3
"3966",9
"3967",2
"3968",1
"3969",1
"3970",1
"3971",6
"3972",6
"3973",6
"3974",6
"3975",6
"3976",6
"3977",6
"3978",6
"3979",2
"3980",2
"3981",2
"3982",5
"3983",3
"3984",3
"3985",9
"3986",5
"3987",2
"3988",5
"3989",5
"3990",3
"3991",3
"3992",3
"3993",3
"3994",6
"3995",6
"3996",2
"3997",2
"3998",5
"3999",7
"4000",7
"4001",7
"4002",1
"4003",1
"4004",1
"4005",5
"4006",5
"4007",4
"4008",5
"4009",1
"4010",5
"4011",2
"4012",8
"4013",1
"4014",1
"4015",1
"4016",1
"4017",3
"4018",1
"4019",6
"4020",6
"4021",9
"4022",9
"4023",8
"4024",7
"4025",8
"4026",6
"4027",6
"4028",2
"4029",9
"4030",8
"4031",8
"4032",2
"4033",1
"4034",1
"4035",1
"4036",3
"4037",5
"4038",5
"4039",5
"4040",5
"4041",7
"4042",2
"4043",2
"4044",5
"4045",5
"4046",5
"4047",5
"4048",9
"4049",4
"4050",3
"4051",3
"4052",3
"4053",3
"4054",2
"4055",2
"4056",6
"4057",2
"4058",1
"4059",1
"4060",1
"4061",6
"4062",6
"4063",7
"4064",7
"4065",4
"4066",5
"4067",5
"4068",5
"4069",2
"4070",2
"4071",2
"4072",1
"4073",1
"4074",1
"4075",8
"4076",2
"4077",2
"4078",1
"4079",5
"4080",5
"4081",9
"4082",9
"4083",1
"4084",1
"4085",3
"4086",5
"4087",9
"4088",9
"4089",9
"4090",7
"4091",7
"4092",7
"4093",6
"4094",2
"4095",2
"4096",2
"4097",2
"4098",2
"4099",2
"4100",2
"4101",4
"4102",4
"4103",4
"4104",2
"4105",2
"4106",2
"4107",8
"4108",8
"4109",8
"4110",1
"4111",1
"4112",4
"4113",8
"4114",4
"4115",3
"4116",9
"4117",9
"4118",2
"4119",2
"4120",5
"4121",5
"4122",2
"4123",2
"4124",2
"4125",1
"4126",2
"4127",1
"4128",7
"4129",7
"4130",4
"4131",4
"4132",7
"4133",7
"4134",2
"4135",2
"4136",2
"4137",5
"4138",5
"4139",5
"4140",5
"4141",2
"4142",2
"4143",2
"4144",2
"4145",2
"4146",5
"4147",2
"4148",6
"4149",6
"4150",5
"4151",4
"4152",4
"4153",4
"4154",2
"4155",2
"4156",2
"4157",2
"4158",8
"4159",7
"4160",8
"4161",5
"4162",5
"4163",5
"4164",4
"4165",3
"4166",3
"4167",3
"4168",6
"4169",6
"4170",4
"4171",2
"4172",4
"4173",4
"4174",4
"4175",8
"4176",2
"4177",2
"4178",2
"4179",5
"4180",5
"4181",5
"4182",2
"4183",1
"4184",2
"4185",5
"4186",5
"4187",1
"4188",8
"4189",8
"4190",8
"4191",4
"4192",6
"4193",5
"4194",9
"4195",5
"4196",2
"4197",2
"4198",5
"4199",4
"4200",4
"4201",4
"4202",5
"4203",1
"4204",5
"4205",5
"4206",3
"4207",3
"4208",4
"4209",6
"4210",6
"4211",6
"4212",2
"4213",2
"4214",2
"4215",4
"4216",8
"4217",4
"4218",5
"4219",6
"4220",6
"4221",2
"4222",3
"4223",1
"4224",5
"4225",6
"4226",6
"4227",6
"4228",6
"4229",5
"4230",9
"4231",9
"4232",9
"4233",5
"4234",5
"4235",2
"4236",8
"4237",2
"4238",2
"4239",8
"4240",8
"4241",5
"4242",2
"4243",2
"4244",6
"4245",8
"4246",8
"4247",4
"4248",4
"4249",7
"4250",7
"4251",6
"4252",6
"4253",8
"4254",8
"4255",8
"4256",5
"4257",5
"4258",5
"4259",4
"4260",4
"4261",1
"4262",4
"4263",2
"4264",2
"4265",5
"4266",2
"4267",2
"4268",3
"4269",3
"4270",9
"4271",9
"4272",9
"4273",6
"4274",1
"4275",1
"4276",1
"4277",1
"4278",4
"4279",7
"4280",2
"4281",5
"4282",5
"4283",5
"4284",3
"4285",3
"4286",3
"4287",2
"4288",1
"4289",3
"4290",4
"4291",4
"4292",5
"4293",5
"4294",2
"4295",6
"4296",2
"4297",7
"4298",5
"4299",5
"4300",5
"4301",2
"4302",3
"4303",3
"4304",7
"4305",7
"4306",5
"4307",5
"4308",3
"4309",3
"4310",3
"4311",5
"4312",6
"4313",6
"4314",5
"4315",5
"4316",4
"4317",3
"4318",6
"4319",4
"4320",4
"4321",4
"4322",2
"4323",2
"4324",6
"4325",4
"4326",4
"4327",4
"4328",8
"4329",8
"4330",6
"4331",6
"4332",3
"4333",7
"4334",2
"4335",2
"4336",2
"4337",5
"4338",5
"4339",1
"4340",9
"4341",1
"4342",9
"4343",2
"4344",3
"4345",3
"4346",3
"4347",2
"4348",2
"4349",7
"4350",4
"4351",4
"4352",4
"4353",4
"4354",5
"4355",5
"4356",2
"4357",7
"4358",3
"4359",5
"4360",5
"4361",6
"4362",6
"4363",7
"4364",6
"4365",5
"4366",6
"4367",4
"4368",3
"4369",1
"4370",9
"4371",6
"4372",6
"4373",6
"4374",4
"4375",6
"4376",8
"4377",8
"4378",7
"4379",2
"4380",7
"4381",7
"4382",5
"4383",5
"4384",1
"4385",1
"4386",1
"4387",9
"4388",9
"4389",9
"4390",4
"4391",2
"4392",2
"4393",2
"4394",9
"4395",2
"4396",2
"4397",2
"4398",2
"4399",2
"4400",4
"4401",4
"4402",3
"4403",3
"4404",2
"4405",2
"4406",8
"4407",4
"4408",4
"4409",1
"4410",1
"4411",2
"4412",3
"4413",2
"4414",6
"4415",6
"4416",6
"4417",1
"4418",3
"4419",7
"4420",3
"4421",2
"4422",2
"4423",4
"4424",4
"4425",2
"4426",2
"4427",2
"4428",2
"4429",2
"4430",6
"4431",6
"4432",6
"4433",6
"4434",4
"4435",2
"4436",2
"4437",4
"4438",2
"4439",1
"4440",5
"4441",3
"4442",3
"4443",1
"4444",9
"4445",9
"4446",9
"4447",7
"4448",7
"4449",5
"4450",4
"4451",4
"4452",4
"4453",4
"4454",2
"4455",2
"4456",2
"4457",4
"4458",7
"4459",7
"4460",7
"4461",7
"4462",2
"4463",1
"4464",1
"4465",1
"4466",3
"4467",7
"4468",1
"4469",1
"4470",1
"4471",3
"4472",2
"4473",2
"4474",3
"4475",2
"4476",3
"4477",2
"4478",7
"4479",7
"4480",7
"4481",5
"4482",5
"4483",6
"4484",6
"4485",6
"4486",6
"4487",2
"4488",2
"4489",2
"4490",5
"4491",4
"4492",4
"4493",2
"4494",2
"4495",2
"4496",6
"4497",1
"4498",6
"4499",1
"4500",4
"4501",3
"4502",3
"4503",3
"4504",8
"4505",5
"4506",5
"4507",5
"4508",2
"4509",3
"4510",1
"4511",3
"4512",4
"4513",5
"4514",5
"4515",5
"4516",5
"4517",5
"4518",5
"4519",1
"4520",2
"4521",4
"4522",9
"4523",9
"4524",9
"4525",7
"4526",7
"4527",7
"4528",2
"4529",8
"4530",5
"4531",3
"4532",9
"4533",9
"4534",9
"4535",7
"4536",7
"4537",7
"4538",7
"4539",3
"4540",3
"4541",1
"4542",1
"4543",2
"4544",8
"4545",3
"4546",1
"4547",1
"4548",1
"4549",9
"4550",9
"4551",4
"4552",6
"4553",6
"4554",6
"4555",6
"4556",9
"4557",2
"4558",2
"4559",2
"4560",6
"4561",6
"4562",9
"4563",9
"4564",4
"4565",1
"4566",7
"4567",7
"4568",6
"4569",6
"4570",1
"4571",9
"4572",9
"4573",3
"4574",6
"4575",4
"4576",4
"4577",1
"4578",7
"4579",7
"4580",7
"4581",7
"4582",4
"4583",4
"4584",4
"4585",4
"4586",5
"4587",5
"4588",2
"4589",2
"4590",7
"4591",4
"4592",8
"4593",4
"4594",8
"4595",5
"4596",5
"4597",2
"4598",2
"4599",4
"4600",6
"4601",5
"4602",6
"4603",5
"4604",5
"4605",2
"4606",2
"4607",5
"4608",5
"4609",5
"4610",4
"4611",6
"4612",6
"4613",2
"4614",2
"4615",2
"4616",3
"4617",2
"4618",2
"4619",5
"4620",8
"4621",8
"4622",5
"4623",1
"4624",1
"4625",1
"4626",4
"4627",4
"4628",9
"4629",9
"4630",4
"4631",5
"4632",5
"4633",5
"4634",1
"4635",1
"4636",1
"4637",5
"4638",6
"4639",4
"4640",4
"4641",4
"4642",4
"4643",1
"4644",1
"4645",2
"4646",2
"4647",3
"4648",3
"4649",3
"4650",7
"4651",6
"4652",6
"4653",6
"4654",5
"4655",3
"4656",5
"4657",3
"4658",2
"4659",2
"4660",2
"4661",5
"4662",5
"4663",5
"4664",5
"4665",1
"4666",1
"4667",1
"4668",8
"4669",6
"4670",4
"4671",5
"4672",5
"4673",2
"4674",2
"4675",2
"4676",3
"4677",7
"4678",4
"4679",4
"4680",4
"4681",1
"4682",1
"4683",2
"4684",2
"4685",2
"4686",7
"4687",4
"4688",7
"4689",7
"4690",7
"4691",1
"4692",1
"4693",1
"4694",9
"4695",7
"4696",7
"4697",7
"4698",7
"4699",7
"4700",8
"4701",5
"4702",3
"4703",3
"4704",3
"4705",3
"4706",5
"4707",5
"4708",5
"4709",2
"4710",2
"4711",5
"4712",5
"4713",5
"4714",1
"4715",5
"4716",8
"4717",5
"4718",4
"4719",4
"4720",2
"4721",4
"4722",8
"4723",8
"4724",6
"4725",6
"4726",6
"4727",5
"4728",5
"4729",2
"4730",2
"4731",5
"4732",9
"4733",9
"4734",9
"4735",9
"4736",6
"4737",7
"4738",2
"4739",5
"4740",1
"4741",5
"4742",1
"4743",5
"4744",4
"4745",7
"4746",7
"4747",7
"4748",7
"4749",7
"4750",7
"4751",7
"4752",1
"4753",2
"4754",2
"4755",2
"4756",7
"4757",7
"4758",5
"4759",5
"4760",2
"4761",2
"4762",4
"4763",1
"4764",4
"4765",4
"4766",5
"4767",5
"4768",7
"4769",3
"4770",3
"4771",3
"4772",3
"4773",3
"4774",3
"4775",2
"4776",3
"4777",3
"4778",2
"4779",4
"4780",4
"4781",4
"4782",6
"4783",7
"4784",9
"4785",9
"4786",9
"4787",5
"4788",6
"4789",6
"4790",2
"4791",2
"4792",2
"4793",2
"4794",2
"4795",2
"4796",2
"4797",2
"4798",2
"4799",4
"4800",7
"4801",8
"4802",8
"4803",3
"4804",6
"4805",4
"4806",4
"4807",4
"4808",6
"4809",1
"4810",1
"4811",1
"4812",4
"4813",1
"4814",4
"4815",3
"4816",4
"4817",6
"4818",3
"4819",3
"4820",3
"4821",6
"4822",8
"4823",2
"4824",4
"4825",4
"4826",1
"4827",2
"4828",3
"4829",2
